titles,authors,nums,peoples
俎上の鯉は二度跳ねる,水城せとな/小学館/2009-5-8/JPY500,8.6,(1364人评价)
大劈棺,陈小菜/2016,7.8,(22人评价)
子夜吴歌1 独自愁,墨竹/鲜欢文化/2008-09-05,8.0,(192人评价)
子夜吴歌2 长寂寥,墨竹/鲜欢文化/2008-10-07,7.4,(160人评价)
獸人與少年Ω的命定契約 1,羽純ハナ/Shin/東立/2018-7-4/NTD130,7.4,(100人评价)
给我哭,炎久/世界知识出版社/2017-9-1/39.8,8.9,(79人评价)
血咒聖痕 2,黒乃奈々絵、黑乃奈奈绘/東立/2007-7-17/NT$95,8.5,(415人评价)
黑貓男友的步行方法(1),左京亞也、左京亜也/長鴻/2018-8-16/NTD140,9.2,(49人评价)
我才不想和你談戀愛！(01),月村奎、樹要/H/尖端/2015-7-17/NT130,8.0,(10人评价)
狂鳴我的命定之番;β 1,楔ケリ/長鴻/2018-8-15/NTD140,9.6,(32人评价)
憂鬱な朝 ７,日高ショーコ/徳間書店/2016-11-25/JPY648,9.3,(124人评价)
香味的繼承 下,中村明日美子/東立/2017-2-22/NT130,8.0,(214人评价)
魔道奏鳴曲(01),天城小百合/長鴻/75元,6.9,(79人评价)
上司のくせに生意気だ,天城れの/海王社/2012-2-10,7.9,(49人评价)
イトウさん,冥花すゐ/茜新社/2015-5-29/JPY700,8.3,(110人评价)
天庭出版集團 二,拉棉花糖的兔子、阿嘎/平心出版/2018-4-2/NTD300,8.5,(16人评价)
千一秒物語 (GUSH COMICS),トジツキハジメ/海王社/2008-05-10/610（税込）,,(657人评价)
セブンデイズ,宝井理人(作画)、橘紅緒(著)/大洋図書/2007/9/1/JPY630,9.1,(993人评价)
セブンデイズ,宝井理人(作画)、橘紅緒(著)/大洋図書/2009/6/1/JPY630,9.2,(1281人评价)
筋肉男 (光彩コミックス) [コミック],合集/光彩書房/2002-6-20/７６＋税,,(82人评价)
ようこそ! BL研究クラブへ,春田/Jパブリッシング/2017-1-18/JPY699,7.2,(86人评价)
男妾,水上シン/ジュネット/2012-8-31/JPY680,6.0,(64人评价)
午夜向日葵,E伯爵/威向文化/2005/01/05,8.0,(260人评价)
螳螂之檻(01),彩景でりこ/尖端/2017-7-11/NT140,8.0,(124人评价)
僕らの食卓,三田織/幻冬舎コミックス/2017-1-24/JPY756,8.9,(130人评价)
没有钱7/ お金がないっ 7,香坂透/幻冬舎/2008,7.3,(178人评价)
七重纱舞,E伯爵/花冠文化有限公司/2007/15,8.3,(550人评价)
三森さんのやらしいおくち,rasu/モバイルメディアリサーチ/2019-5-17/JPY745,7.2,(18人评价)
無雙 三,夢溪石、繪者：阿嘎/平心出版/2019-8-12/NTD330,,(10人评价)
Baby vol.8 前屈みになるエロス特集,ヨネダコウ、ヤマシタトモコ、トジツキハジメ、神楽坂はん子、恋煩シビト、車折まゆ、北別府ニカ、海野サチ/ふゅーじょんぷろだくと/2008/12/24/840,9.0,(153人评价)
群青のすべて,古矢渚/一迅社/2015-10-15/JPY734,8.3,(89人评价)
戀愛暴君 4,高永ひなこ/台湾东贩/2007/NT.120,8.9,(1002人评价)
ご主人様調教計画,なるしすのあ~る/ジュネット/2012-4-28/JPY680,5.5,(40人评价)
純情娼年,すなこ/ふゅーじょんぷろだくと/2015-10-24/JPY729,6.1,(103人评价)
Jealousy 2,スカーレット・ベリ子/東立/2018-10-31/NTD150,8.0,(47人评价)
欲望のしずく,東野裕/リブレ出版/2009/10/10/620円（税込）,6.8,(51人评价)
